Best Fitness, Average Fitness, Worst Fitness
64, 59.18, 37
64, 61.0, 35
64, 59.98, 46
64, 59.01, 39
64, 59.29, 40
64, 59.73, 34
64, 58.8, 41
64, 58.79, 38
64, 59.93, 43
64, 59.68, 46
64, 59.59, 39
64, 57.7, 43
64, 59.37, 38
64, 59.41, 36
64, 58.84, 40
64, 58.94, 40
64, 58.44, 32
64, 58.49, 39
64, 58.6, 36
64, 59.0, 36
64, 59.81, 44
64, 59.64, 42
64, 59.86, 40
64, 59.22, 43
64, 60.19, 44
64, 59.79, 42
64, 59.49, 44
64, 58.87, 36
64, 58.96, 43
64, 58.71, 41
64, 58.21, 44
64, 58.07, 22
64, 58.83, 40
64, 59.54, 44
64, 59.45, 40
64, 58.53, 40
64, 59.61, 41
64, 59.9, 40
64, 59.42, 41
64, 59.61, 43
64, 58.08, 38
64, 57.26, 40
64, 57.65, 38
64, 56.93, 40
64, 57.42, 39
64, 58.21, 39
64, 58.51, 46
64, 58.75, 32
64, 58.78, 41
64, 58.76, 42
64, 60.01, 40
64, 58.03, 38
64, 58.43, 40
64, 58.17, 38
64, 58.2, 48
64, 57.26, 40
64, 58.41, 36
64, 58.89, 46
64, 57.94, 40
64, 58.55, 40
64, 58.76, 40
64, 58.29, 41
64, 57.88, 35
64, 58.26, 34
64, 57.14, 33
64, 57.04, 30
64, 57.52, 41
64, 58.52, 45
64, 58.39, 37
64, 58.08, 37
64, 58.31, 40
64, 59.79, 35
64, 60.61, 41
64, 60.05, 35
64, 59.35, 35
64, 60.25, 40
64, 60.04, 35
64, 59.46, 41
64, 60.23, 40
64, 59.87, 41
64, 59.13, 44
64, 59.81, 42
64, 59.58, 38
64, 58.43, 40
64, 58.88, 38
64, 59.71, 40
64, 59.47, 42
64, 60.57, 41
64, 59.36, 41
64, 58.18, 40
64, 58.45, 32
64, 58.32, 37
64, 57.43, 31
64, 58.03, 36
64, 58.54, 33
64, 58.63, 43
64, 58.94, 36
64, 58.3, 32
64, 58.05, 42
64, 56.82, 40
64, 59.29, 42
64, 58.32, 38
64, 59.31, 36
64, 58.8, 40
64, 57.63, 42
64, 56.84, 32
64, 57.16, 33
64, 57.7, 40
64, 57.94, 35
64, 57.7, 36
64, 58.32, 37
64, 58.84, 42
64, 58.76, 45
64, 59.34, 43
64, 58.42, 40
64, 58.07, 48
64, 59.26, 45
64, 58.61, 42
64, 58.33, 43
64, 57.78, 36
64, 58.11, 42
64, 57.76, 33
64, 58.58, 42
64, 58.03, 38
64, 57.7, 33
64, 59.73, 43
64, 59.14, 41
64, 60.06, 41
64, 59.12, 45
64, 59.21, 38
64, 58.9, 41
64, 58.71, 36
64, 58.9, 38
64, 59.64, 44
64, 59.57, 47
64, 58.89, 37
64, 58.81, 42
64, 57.99, 39
64, 59.5, 40
64, 60.06, 43
64, 58.97, 39
64, 59.53, 40
64, 60.16, 44
64, 59.64, 39
64, 58.4, 36
64, 58.19, 41
64, 58.52, 39
64, 59.82, 40
64, 59.87, 40
64, 59.72, 37
64, 58.66, 38
64, 58.72, 36
64, 58.5, 42
64, 59.73, 42
64, 59.48, 44
64, 59.84, 45
64, 59.2, 38
64, 58.69, 47
64, 58.92, 38
64, 59.4, 40
64, 59.53, 45
64, 59.78, 46
64, 59.47, 35
64, 59.1, 41
64, 58.61, 39
64, 58.89, 33
64, 59.01, 40
64, 58.47, 41
64, 59.03, 39
64, 59.56, 42
64, 59.21, 35
64, 58.73, 40
64, 58.66, 45
64, 57.98, 24
64, 58.63, 46
64, 58.46, 40
64, 58.75, 40
64, 58.83, 36
64, 58.98, 35
64, 59.16, 42
64, 60.06, 43
64, 59.46, 38
64, 58.94, 45
64, 57.99, 38
64, 58.48, 29
64, 58.32, 36
64, 58.58, 35
