Best Fitness, Average Fitness, Worst Fitness
42.0, 17.325, 2.0
53.0, 21.3, 3.0
54.0, 28.3, 6.0
60.0, 33.03, 10.0
63.0, 39.385, 16.0
65.0, 45.665, 19.0
76.0, 51.34, 18.0
87.0, 58.345, 19.0
85.0, 65.615, 36.0
109.0, 72.84, 47.0
118.0, 78.205, 56.0
123.0, 87.03, 51.0
123.0, 92.175, 63.0
124.0, 98.27, 70.0
126.0, 104.685, 79.0
131.0, 110.725, 89.0
142.0, 116.87, 82.0
142.0, 122.985, 92.0
153.0, 129.26, 106.0
166.0, 136.11, 113.0
156.0, 135.925, 112.0
166.0, 146.15, 126.0
170.0, 151.885, 121.0
170.0, 156.095, 127.0
177.0, 160.24, 137.0
180.0, 164.205, 147.0
189.0, 166.95, 156.0
189.0, 169.64, 154.0
190.0, 173.06, 161.0
192.0, 176.55, 162.0
185.0, 168.63, 153.0
207.0, 182.13, 167.0
211.0, 185.815, 171.0
211.0, 190.365, 173.0
213.0, 195.16, 175.0
215.0, 199.99, 183.0
215.0, 204.39, 189.0
215.0, 208.105, 191.0
216.0, 210.31, 204.0
220.0, 211.745, 206.0
206.0, 190.64, 183.0
221.0, 213.87, 207.0
221.0, 215.365, 210.0
222.0, 216.65, 213.0
224.0, 218.36, 209.0
224.0, 219.885, 214.0
226.0, 221.32, 217.0
226.0, 222.235, 218.0
226.0, 223.17, 219.0
228.0, 224.14, 221.0
204.0, 200.75, 197.0
227.0, 225.145, 222.0
227.0, 225.705, 223.0
227.0, 225.995, 224.0
228.0, 226.185, 225.0
228.0, 226.36, 226.0
228.0, 226.675, 226.0
229.0, 226.93, 226.0
230.0, 227.29, 226.0
230.0, 227.605, 226.0
208.0, 202.74, 198.0
231.0, 228.31, 226.0
231.0, 228.935, 227.0
232.0, 229.56, 227.0
232.0, 230.105, 228.0
233.0, 230.635, 229.0
233.0, 231.03, 229.0
233.0, 231.395, 229.0
233.0, 231.89, 231.0
233.0, 232.36, 231.0
207.0, 206.13, 202.0
233.0, 232.86, 232.0
233.0, 232.99, 232.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
207.0, 206.945, 205.0
233.0, 233.0, 233.0
233.0, 233.0, 233.0
241.0, 233.08, 233.0
241.0, 233.12, 233.0
241.0, 233.24, 233.0
241.0, 233.24, 233.0
241.0, 233.41, 233.0
241.0, 233.76, 233.0
241.0, 234.41, 233.0
216.0, 209.815, 205.0
241.0, 237.26, 233.0
241.0, 239.33, 233.0
241.0, 240.61, 233.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
242.0, 241.005, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
232.0, 216.29, 214.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
241.0, 241.0, 241.0
242.0, 241.01, 241.0
242.0, 241.015, 241.0
216.0, 216.0, 216.0
242.0, 241.035, 241.0
242.0, 241.08, 241.0
242.0, 241.2, 241.0
242.0, 241.31, 241.0
242.0, 241.57, 241.0
242.0, 241.795, 241.0
242.0, 241.94, 241.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
217.0, 216.39, 216.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
217.0, 216.485, 216.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
217.0, 216.73, 216.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
217.0, 216.935, 216.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
242.0, 242.0, 242.0
222.0, 217.065, 216.0
248.0, 242.03, 242.0
248.0, 242.03, 242.0
248.0, 242.09, 242.0
248.0, 242.06, 242.0
248.0, 242.12, 242.0
248.0, 242.21, 242.0
248.0, 242.21, 242.0
248.0, 242.39, 242.0
248.0, 242.87, 242.0
225.0, 218.785, 217.0
248.0, 244.67, 242.0
248.0, 246.11, 242.0
248.0, 247.37, 242.0
248.0, 247.85, 242.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
225.0, 223.545, 222.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
225.0, 223.95, 222.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
225.0, 224.485, 222.0
248.0, 248.0, 248.0
248.0, 248.0, 248.0
249.0, 248.015, 248.0
249.0, 248.02, 248.0
249.0, 248.065, 248.0
249.0, 248.12, 248.0
249.0, 248.235, 248.0
249.0, 248.435, 248.0
249.0, 248.705, 248.0
230.0, 228.995, 225.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
230.0, 229.925, 227.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
249.0, 249.0, 249.0
252.0, 249.045, 249.0
230.0, 229.97, 227.0
252.0, 249.03, 249.0
252.0, 249.075, 249.0
252.0, 249.105, 249.0
252.0, 249.165, 249.0
252.0, 249.36, 249.0
252.0, 249.675, 249.0
252.0, 250.14, 249.0
252.0, 250.875, 249.0
252.0, 251.625, 249.0
230.0, 230.0, 230.0
252.0, 251.88, 249.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
252.0, 252.0, 252.0
230.0, 230.0, 230.0
256.0, 252.06, 252.0
256.0, 252.08, 252.0
256.0, 252.14, 252.0
256.0, 252.3, 252.0
256.0, 252.82, 252.0
256.0, 253.24, 252.0
256.0, 253.96, 252.0
256.0, 255.1, 252.0
256.0, 255.8, 252.0
230.0, 229.095, 229.0
256.0, 255.94, 252.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
229.0, 229.0, 229.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
229.0, 229.0, 229.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
229.0, 229.0, 229.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
229.0, 229.0, 229.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
256.0, 256.0, 256.0
229.0, 229.0, 229.0
256.0, 256.0, 256.0
257.0, 256.015, 256.0
257.0, 256.05, 256.0
257.0, 256.095, 256.0
257.0, 256.16, 256.0
257.0, 256.305, 256.0
257.0, 256.515, 256.0
257.0, 256.725, 256.0
257.0, 256.915, 256.0
233.0, 232.075, 232.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
233.0, 232.115, 232.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
233.0, 232.185, 232.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
233.0, 232.36, 232.0
257.0, 257.0, 257.0
257.0, 257.0, 257.0
262.0, 257.15, 257.0
262.0, 257.375, 257.0
262.0, 257.8, 257.0
262.0, 258.525, 257.0
262.0, 259.275, 257.0
262.0, 260.325, 257.0
262.0, 261.45, 257.0
241.0, 240.615, 232.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
244.0, 240.96, 240.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
242.0, 241.145, 241.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
262.0, 262.0, 262.0
242.0, 241.27, 241.0
262.0, 262.0, 262.0
266.0, 262.04, 262.0
266.0, 262.08, 262.0
266.0, 262.18, 262.0
266.0, 262.24, 262.0
266.0, 262.6, 262.0
266.0, 263.36, 262.0
266.0, 264.335, 262.0
266.0, 265.26, 262.0
250.0, 248.59, 241.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
249.0, 249.0, 249.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
249.0, 249.0, 249.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
266.0, 266.0, 266.0
249.0, 249.0, 249.0
269.0, 266.06, 266.0
269.0, 266.105, 266.0
269.0, 266.15, 266.0
269.0, 266.255, 266.0
269.0, 266.48, 266.0
269.0, 267.02, 266.0
269.0, 267.755, 266.0
269.0, 268.575, 266.0
269.0, 268.95, 266.0
251.0, 249.025, 249.0
269.0, 268.985, 266.0
269.0, 269.0, 269.0
269.0, 269.0, 269.0
269.0, 269.0, 269.0
270.0, 269.02, 269.0
270.0, 269.055, 269.0
270.0, 269.135, 269.0
270.0, 269.275, 269.0
270.0, 269.48, 269.0
250.0, 249.675, 249.0
270.0, 269.88, 269.0
270.0, 269.99, 269.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
250.0, 250.0, 250.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
250.0, 250.0, 250.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
251.0, 250.015, 250.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
251.0, 250.02, 250.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
251.0, 250.19, 250.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
270.0, 270.0, 270.0
275.0, 270.05, 270.0
275.0, 270.125, 270.0
275.0, 270.2, 270.0
275.0, 270.325, 270.0
275.0, 270.55, 270.0
275.0, 270.975, 270.0
263.0, 255.14, 250.0
275.0, 273.045, 270.0
275.0, 274.025, 270.0
275.0, 274.7, 270.0
275.0, 274.98, 273.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
263.0, 262.83, 262.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
275.0, 275.0, 275.0
263.0, 263.0, 263.0
275.0, 275.0, 275.0
276.0, 275.015, 275.0
276.0, 275.045, 275.0
278.0, 275.12, 275.0
278.0, 275.245, 275.0
278.0, 275.495, 275.0
279.0, 275.74, 275.0
279.0, 276.105, 275.0
279.0, 276.53, 275.0
270.0, 267.09, 266.0
279.0, 277.56, 276.0
279.0, 278.36, 276.0
281.0, 278.9, 276.0
281.0, 279.09, 279.0
281.0, 279.18, 279.0
281.0, 279.365, 279.0
292.0, 279.71, 279.0
293.0, 280.34, 279.0
293.0, 280.94, 279.0
299.0, 270.55, 268.0
293.0, 282.725, 279.0
294.0, 284.205, 279.0
295.0, 286.63, 281.0
295.0, 289.645, 281.0
297.0, 292.505, 281.0
295.0, 293.55, 292.0
295.0, 294.22, 292.0
295.0, 294.695, 292.0
297.0, 294.895, 293.0
299.0, 297.06, 297.0
297.0, 295.035, 294.0
299.0, 295.24, 295.0
299.0, 295.39, 295.0
299.0, 295.83, 295.0
299.0, 296.345, 295.0
299.0, 297.005, 295.0
301.0, 297.735, 295.0
301.0, 298.595, 297.0
301.0, 299.485, 295.0
301.0, 300.23, 299.0
301.0, 300.66, 299.0
301.0, 300.95, 299.0
301.0, 301.0, 301.0
301.0, 301.0, 301.0
301.0, 301.0, 301.0
307.0, 301.12, 301.0
307.0, 301.33, 301.0
307.0, 301.9, 301.0
307.0, 303.07, 301.0
316.0, 309.77, 301.0
307.0, 305.98, 301.0
307.0, 306.67, 301.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
316.0, 315.92, 312.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
316.0, 316.0, 316.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
307.0, 307.0, 307.0
309.0, 307.01, 307.0
309.0, 307.04, 307.0
309.0, 307.03, 307.0
309.0, 307.07, 307.0
309.0, 307.12, 307.0
316.0, 316.0, 316.0
309.0, 307.21, 307.0
309.0, 307.43, 307.0
309.0, 307.77, 307.0
309.0, 308.27, 307.0
309.0, 308.7, 307.0
309.0, 308.935, 307.0
309.0, 309.0, 309.0
309.0, 309.0, 309.0
309.0, 309.0, 309.0
316.0, 316.0, 316.0
309.0, 309.0, 309.0
312.0, 309.03, 309.0
312.0, 309.075, 309.0
312.0, 309.24, 309.0
312.0, 309.48, 309.0
312.0, 309.885, 309.0
312.0, 310.56, 309.0
312.0, 311.265, 309.0
312.0, 311.88, 309.0
324.0, 324.0, 324.0
312.0, 312.0, 312.0
318.0, 312.03, 312.0
318.0, 312.12, 312.0
318.0, 312.31, 312.0
318.0, 312.6, 312.0
318.0, 313.51, 312.0
322.0, 314.2, 312.0
322.0, 315.63, 312.0
322.0, 317.21, 312.0
