Best Fitness, Average Fitness, Worst Fitness
955.0, 936.68, 844.0
953.0, 938.27, 792.0
954.0, 941.89, 850.0
945.0, 929.43, 832.0
955.0, 943.365, 824.0
955.0, 945.77, 852.0
956.0, 944.55, 768.0
956.0, 944.665, 766.0
956.0, 944.93, 817.0
957.0, 947.03, 819.0
957.0, 946.725, 844.0
958.0, 948.6, 872.0
958.0, 948.82, 815.0
949.0, 940.355, 884.0
966.0, 949.025, 795.0
967.0, 951.77, 864.0
968.0, 951.275, 872.0
969.0, 950.83, 814.0
968.0, 950.315, 815.0
967.0, 953.69, 807.0
968.0, 954.54, 870.0
968.0, 954.9, 828.0
969.0, 952.915, 772.0
957.0, 943.41, 783.0
971.0, 957.54, 811.0
970.0, 955.855, 822.0
970.0, 957.99, 843.0
972.0, 959.85, 873.0
970.0, 961.825, 886.0
970.0, 959.375, 799.0
971.0, 957.76, 817.0
971.0, 959.215, 807.0
971.0, 958.93, 808.0
965.0, 946.745, 796.0
975.0, 956.925, 834.0
975.0, 957.945, 766.0
972.0, 959.955, 865.0
972.0, 959.165, 785.0
972.0, 959.055, 843.0
972.0, 959.78, 813.0
973.0, 964.75, 833.0
973.0, 966.335, 911.0
973.0, 965.95, 887.0
973.0, 953.325, 796.0
976.0, 962.525, 821.0
979.0, 965.955, 912.0
980.0, 967.105, 842.0
980.0, 967.52, 831.0
981.0, 967.58, 902.0
983.0, 968.02, 888.0
982.0, 967.685, 838.0
983.0, 970.495, 861.0
982.0, 971.97, 781.0
978.0, 962.33, 853.0
982.0, 971.44, 817.0
983.0, 971.085, 896.0
984.0, 973.01, 847.0
984.0, 974.01, 928.0
984.0, 974.285, 919.0
984.0, 974.39, 843.0
984.0, 970.305, 819.0
985.0, 975.355, 861.0
987.0, 974.835, 835.0
983.0, 965.15, 848.0
987.0, 973.745, 852.0
988.0, 974.55, 827.0
988.0, 975.3, 788.0
988.0, 975.835, 891.0
988.0, 980.85, 887.0
988.0, 980.09, 876.0
988.0, 979.265, 846.0
988.0, 978.85, 848.0
990.0, 978.335, 816.0
984.0, 973.59, 907.0
990.0, 977.515, 847.0
990.0, 978.335, 844.0
990.0, 980.94, 848.0
990.0, 981.75, 883.0
990.0, 983.6, 856.0
991.0, 981.575, 824.0
992.0, 981.065, 814.0
993.0, 981.37, 835.0
991.0, 982.075, 896.0
990.0, 975.805, 858.0
993.0, 983.01, 827.0
993.0, 983.65, 836.0
993.0, 983.04, 838.0
993.0, 984.435, 907.0
993.0, 984.11, 914.0
993.0, 983.69, 860.0
993.0, 985.875, 817.0
994.0, 984.73, 882.0
994.0, 981.925, 852.0
993.0, 975.885, 804.0
994.0, 985.155, 890.0
995.0, 987.655, 913.0
994.0, 987.505, 921.0
994.0, 988.93, 917.0
994.0, 988.38, 855.0
994.0, 987.745, 815.0
994.0, 984.93, 785.0
994.0, 981.865, 787.0
994.0, 983.25, 790.0
994.0, 985.445, 910.0
994.0, 988.51, 872.0
994.0, 986.5, 859.0
994.0, 983.43, 855.0
995.0, 986.61, 761.0
995.0, 987.435, 881.0
995.0, 986.325, 855.0
995.0, 986.65, 842.0
996.0, 986.72, 857.0
996.0, 988.765, 870.0
995.0, 986.97, 922.0
996.0, 989.115, 841.0
996.0, 988.61, 883.0
996.0, 985.36, 854.0
996.0, 986.685, 825.0
996.0, 990.685, 946.0
996.0, 990.86, 856.0
996.0, 989.8, 868.0
996.0, 988.195, 843.0
996.0, 987.755, 856.0
995.0, 983.88, 827.0
996.0, 988.93, 816.0
996.0, 989.49, 857.0
996.0, 990.33, 856.0
996.0, 989.8, 839.0
997.0, 989.65, 858.0
997.0, 993.11, 929.0
996.0, 991.31, 840.0
997.0, 990.975, 821.0
997.0, 991.34, 869.0
996.0, 989.365, 879.0
997.0, 990.23, 930.0
997.0, 991.49, 844.0
997.0, 991.81, 916.0
997.0, 990.24, 856.0
997.0, 989.115, 874.0
997.0, 989.1, 859.0
997.0, 989.85, 779.0
997.0, 988.955, 858.0
997.0, 989.285, 821.0
996.0, 984.62, 839.0
997.0, 986.755, 847.0
997.0, 988.835, 832.0
997.0, 990.165, 841.0
997.0, 991.3, 874.0
997.0, 989.87, 842.0
997.0, 992.92, 919.0
997.0, 993.735, 857.0
997.0, 990.775, 821.0
997.0, 989.56, 894.0
996.0, 984.9, 873.0
998.0, 990.635, 895.0
998.0, 989.255, 881.0
998.0, 990.815, 844.0
998.0, 990.62, 858.0
998.0, 992.745, 882.0
998.0, 992.835, 909.0
998.0, 992.09, 683.0
998.0, 990.395, 822.0
998.0, 990.615, 903.0
995.0, 988.59, 842.0
998.0, 992.185, 915.0
998.0, 992.915, 885.0
998.0, 989.365, 823.0
998.0, 991.44, 858.0
998.0, 992.22, 843.0
998.0, 992.22, 858.0
998.0, 991.67, 834.0
998.0, 990.95, 833.0
998.0, 993.05, 943.0
995.0, 990.085, 871.0
998.0, 988.68, 828.0
