Best Fitness, Average Fitness, Worst Fitness
46, 43.1, 38
46, 42.3, 38
46, 44.2, 37
46, 44.7, 39
46, 43.3, 35
46, 45.1, 43
46, 44.0, 40
48, 44.1, 38
46, 44.6, 39
46, 44.1, 41
46, 43.1, 35
46, 41.7, 32
47, 44.1, 38
47, 44.9, 41
47, 42.7, 35
48, 43.9, 38
49, 43.4, 37
50, 44.0, 29
50, 46.0, 40
50, 47.1, 40
50, 49.0, 46
50, 49.0, 47
50, 47.2, 34
51, 47.6, 35
51, 47.4, 35
52, 46.9, 38
52, 49.5, 42
53, 49.3, 42
53, 50.7, 42
53, 50.5, 37
53, 50.9, 40
53, 50.6, 43
53, 51.6, 45
53, 51.1, 49
53, 48.5, 35
53, 50.0, 46
51, 48.4, 43
51, 47.9, 41
51, 47.7, 39
52, 48.6, 44
52, 50.1, 46
52, 50.3, 47
53, 50.0, 37
52, 49.3, 41
52, 49.2, 44
52, 48.6, 42
54, 47.8, 34
54, 49.6, 36
54, 49.1, 42
54, 51.9, 44
54, 51.4, 48
54, 47.9, 38
54, 47.4, 28
54, 49.1, 40
54, 48.4, 42
54, 50.8, 43
54, 50.9, 33
54, 51.4, 44
54, 52.3, 46
54, 50.8, 44
54, 49.0, 38
54, 48.4, 41
54, 50.6, 43
54, 49.9, 42
54, 51.5, 48
54, 52.0, 46
54, 48.2, 40
53, 46.0, 37
54, 47.5, 38
53, 44.8, 30
53, 47.9, 41
55, 46.9, 37
51, 43.4, 33
49, 44.6, 39
50, 45.1, 31
52, 48.0, 42
52, 45.7, 37
54, 46.4, 34
52, 47.1, 40
52, 47.8, 44
54, 48.5, 43
54, 48.1, 42
54, 46.2, 34
54, 43.2, 28
54, 44.3, 38
54, 44.8, 26
54, 44.4, 26
54, 41.7, 26
54, 45.1, 38
54, 47.3, 38
54, 51.2, 44
54, 50.8, 45
54, 49.7, 41
54, 49.9, 40
54, 47.9, 38
54, 51.7, 48
54, 46.8, 33
55, 49.7, 42
55, 49.8, 38
55, 52.8, 47
56, 49.6, 41
56, 52.8, 47
56, 52.2, 47
56, 54.1, 45
56, 51.8, 42
56, 50.8, 32
56, 49.9, 40
56, 49.9, 33
57, 51.9, 42
55, 49.7, 37
56, 52.0, 40
56, 53.5, 49
56, 53.9, 46
56, 54.7, 50
56, 53.2, 40
56, 54.0, 44
56, 53.5, 45
56, 53.4, 48
56, 54.0, 48
56, 52.3, 46
56, 53.5, 43
56, 52.3, 46
56, 50.7, 44
53, 48.2, 38
55, 50.5, 44
55, 51.0, 46
55, 50.8, 43
54, 50.6, 42
56, 51.2, 40
56, 50.4, 41
56, 48.6, 41
56, 49.6, 44
52, 50.6, 48
52, 50.2, 45
52, 48.9, 41
52, 50.0, 42
52, 46.5, 36
56, 43.2, 34
56, 43.5, 34
52, 48.6, 37
54, 49.0, 42
52, 48.1, 32
52, 47.8, 44
52, 48.4, 42
52, 48.3, 40
52, 47.5, 41
52, 49.0, 36
52, 48.8, 43
52, 50.9, 46
52, 50.0, 39
52, 49.0, 42
52, 50.0, 48
52, 50.0, 48
50, 46.6, 36
50, 47.3, 32
50, 49.4, 47
50, 49.5, 45
50, 49.4, 46
50, 45.9, 37
50, 45.5, 35
52, 47.2, 38
52, 44.8, 31
52, 47.7, 32
52, 47.9, 41
52, 49.8, 44
54, 49.7, 43
52, 50.1, 44
52, 48.4, 42
52, 48.1, 44
52, 48.3, 40
52, 50.5, 44
52, 50.6, 40
52, 48.3, 42
52, 48.4, 36
52, 47.9, 40
52, 50.0, 44
52, 49.8, 36
52, 46.5, 36
52, 47.3, 40
52, 46.5, 40
52, 44.3, 32
52, 50.0, 46
52, 49.4, 38
52, 48.3, 37
52, 49.0, 44
52, 49.8, 43
54, 51.5, 48
52, 48.1, 44
52, 47.6, 30
52, 48.9, 34
52, 49.8, 38
52, 48.9, 34
52, 47.4, 38
52, 50.6, 46
52, 49.2, 38
52, 47.0, 38
52, 46.2, 36
52, 45.6, 25
52, 44.6, 34
52, 48.1, 35
52, 48.3, 35
52, 48.9, 31
52, 44.2, 27
52, 46.6, 40
52, 48.9, 43
52, 48.6, 44
52, 48.7, 33
52, 51.0, 42
52, 47.4, 36
52, 48.6, 36
52, 42.5, 36
52, 47.7, 36
51, 43.2, 35
51, 42.7, 35
48, 41.1, 33
48, 44.7, 38
50, 46.6, 40
52, 46.4, 38
48, 45.2, 36
48, 44.6, 30
48, 43.9, 30
48, 46.3, 42
49, 46.6, 36
49, 46.2, 37
48, 45.7, 40
48, 45.4, 38
48, 46.7, 43
48, 45.8, 33
49, 47.4, 46
49, 46.3, 40
49, 44.6, 30
49, 45.8, 33
48, 43.9, 33
48, 44.7, 34
48, 44.8, 37
48, 45.7, 36
50, 45.2, 38
49, 44.5, 32
50, 45.3, 35
50, 47.1, 41
50, 45.4, 35
51, 46.3, 38
50, 45.9, 38
49, 46.8, 43
49, 46.4, 42
49, 46.8, 42
51, 46.2, 40
49, 44.3, 40
49, 44.0, 36
50, 45.3, 38
49, 45.1, 40
49, 46.2, 35
50, 45.8, 35
49, 45.9, 42
49, 45.6, 36
51, 46.9, 39
49, 46.7, 40
49, 45.9, 33
49, 42.8, 33
49, 43.4, 33
49, 44.6, 36
48, 42.7, 35
48, 43.9, 37
48, 46.2, 38
48, 46.8, 41
48, 47.5, 45
48, 46.0, 38
48, 45.9, 37
49, 46.4, 36
50, 45.9, 35
50, 46.4, 39
49, 42.4, 35
50, 43.6, 35
50, 43.2, 37
49, 43.2, 36
51, 42.7, 34
50, 42.8, 35
50, 42.8, 37
50, 43.9, 39
50, 44.3, 34
48, 44.6, 35
50, 45.3, 40
50, 47.0, 40
50, 46.1, 34
50, 47.7, 43
50, 45.8, 33
50, 47.1, 40
50, 46.7, 39
50, 46.3, 32
51, 47.4, 40
51, 46.2, 41
51, 45.8, 39
50, 41.6, 31
50, 45.8, 42
50, 47.4, 40
51, 44.1, 33
51, 47.5, 41
51, 48.1, 42
51, 48.0, 42
51, 48.5, 35
51, 47.7, 38
51, 48.4, 38
51, 49.0, 42
53, 49.9, 47
53, 49.3, 39
53, 50.2, 40
53, 50.2, 38
53, 50.3, 40
53, 50.1, 39
53, 51.9, 48
53, 49.6, 37
53, 48.5, 36
53, 49.0, 38
53, 48.6, 37
53, 47.8, 36
52, 46.6, 36
52, 48.6, 43
52, 48.8, 38
52, 50.4, 44
52, 51.0, 48
52, 50.0, 44
52, 48.3, 36
53, 50.3, 46
53, 50.6, 48
52, 49.7, 46
53, 49.4, 42
52, 47.2, 27
52, 50.4, 43
55, 50.0, 39
53, 50.8, 46
52, 51.0, 48
52, 51.0, 49
54, 49.4, 44
54, 48.3, 38
53, 47.8, 34
54, 50.6, 44
57, 52.7, 45
54, 52.7, 51
54, 50.3, 41
54, 49.5, 44
54, 48.8, 45
54, 47.7, 41
54, 49.8, 44
55, 51.0, 43
54, 49.3, 45
54, 49.1, 41
54, 52.9, 49
54, 51.6, 46
54, 48.4, 35
54, 48.8, 41
54, 47.7, 34
54, 49.6, 44
54, 47.9, 38
54, 50.5, 46
53, 49.0, 43
54, 50.4, 45
54, 51.7, 39
54, 52.0, 47
54, 50.2, 32
58, 51.9, 38
58, 51.6, 44
58, 53.3, 42
58, 49.3, 32
60, 54.2, 46
58, 52.7, 41
58, 51.2, 35
58, 51.8, 42
58, 53.1, 48
58, 49.8, 41
54, 48.5, 42
54, 49.5, 37
54, 51.4, 46
54, 49.9, 42
54, 51.0, 47
56, 50.9, 43
56, 48.6, 29
56, 53.5, 49
56, 55.0, 50
56, 52.1, 42
56, 52.1, 42
56, 50.5, 43
56, 51.6, 48
55, 48.8, 40
52, 49.4, 44
52, 50.0, 39
53, 51.2, 45
53, 49.3, 33
53, 50.9, 43
56, 52.3, 49
56, 46.3, 29
53, 46.3, 28
53, 50.7, 47
54, 51.6, 49
54, 51.2, 45
54, 49.4, 44
54, 50.0, 42
54, 51.2, 44
54, 51.5, 45
54, 52.1, 39
54, 51.2, 40
55, 52.9, 48
55, 49.8, 37
57, 50.4, 46
54, 46.3, 33
56, 49.6, 35
57, 52.1, 46
57, 53.4, 48
57, 51.5, 42
57, 50.4, 43
57, 53.3, 46
57, 55.0, 47
57, 55.9, 50
57, 55.6, 47
57, 55.9, 50
57, 55.2, 50
57, 54.6, 47
57, 52.3, 33
57, 54.1, 42
57, 53.9, 48
57, 55.2, 49
57, 54.2, 47
57, 54.5, 41
57, 56.0, 53
57, 56.0, 53
57, 52.2, 36
57, 52.9, 38
57, 54.4, 51
58, 54.3, 51
56, 52.2, 40
56, 48.5, 36
56, 49.7, 41
56, 49.8, 41
56, 51.6, 41
57, 52.9, 44
57, 53.2, 41
57, 52.9, 41
57, 54.7, 49
56, 53.5, 46
56, 53.9, 49
56, 51.4, 45
56, 49.7, 41
56, 48.5, 33
56, 50.5, 44
55, 49.3, 40
55, 48.5, 36
56, 51.8, 44
56, 50.6, 41
56, 52.1, 41
56, 53.2, 43
56, 50.9, 40
56, 50.3, 35
56, 48.7, 36
56, 52.2, 44
56, 50.7, 41
56, 52.9, 47
56, 52.0, 42
56, 48.8, 40
56, 47.8, 40
56, 50.4, 38
56, 53.2, 48
56, 52.1, 45
56, 45.9, 26
56, 47.5, 40
52, 45.1, 36
50, 43.7, 28
48, 44.9, 37
48, 44.9, 38
48, 44.7, 33
50, 46.7, 43
50, 45.6, 41
48, 45.5, 41
48, 46.3, 42
49, 46.7, 41
50, 46.8, 44
50, 47.8, 43
50, 47.2, 39
51, 49.2, 48
50, 45.8, 36
50, 46.9, 40
50, 48.2, 43
51, 49.8, 47
51, 49.8, 47
52, 46.6, 33
51, 46.4, 39
51, 47.6, 41
51, 49.8, 47
51, 47.4, 38
50, 47.8, 41
49, 48.1, 42
49, 47.1, 38
49, 48.1, 44
49, 47.4, 40
49, 46.9, 38
49, 45.9, 36
49, 44.7, 33
49, 44.5, 36
49, 44.4, 31
49, 45.3, 34
49, 45.3, 34
49, 46.7, 42
49, 48.3, 43
53, 46.8, 35
53, 51.0, 49
53, 49.1, 45
53, 50.7, 45
53, 50.5, 40
53, 51.0, 46
53, 52.2, 49
54, 52.1, 45
53, 48.8, 35
53, 49.0, 31
53, 51.2, 37
55, 52.2, 43
55, 51.4, 48
55, 51.5, 43
55, 51.7, 48
56, 48.2, 35
56, 51.9, 43
56, 54.7, 52
56, 54.1, 52
56, 54.2, 49
56, 53.5, 43
56, 50.9, 40
57, 52.9, 44
57, 54.4, 48
57, 50.3, 38
57, 47.9, 32
57, 50.8, 37
61, 53.4, 49
58, 52.5, 48
56, 52.8, 50
54, 52.3, 48
55, 52.7, 51
56, 51.8, 45
56, 51.7, 47
56, 53.0, 50
56, 50.9, 40
54, 48.8, 41
55, 51.4, 45
56, 48.5, 34
56, 47.5, 33
56, 46.0, 33
56, 47.1, 34
56, 51.5, 36
56, 51.7, 46
56, 49.7, 40
56, 48.1, 31
56, 50.3, 42
56, 48.8, 37
56, 51.0, 41
55, 51.6, 38
55, 49.8, 38
55, 51.4, 48
55, 50.4, 37
55, 49.3, 34
55, 52.0, 46
55, 50.6, 44
56, 51.7, 38
56, 53.2, 48
55, 53.3, 46
55, 52.1, 45
56, 51.5, 42
55, 50.9, 45
56, 50.0, 38
56, 50.8, 44
56, 50.8, 42
57, 50.9, 40
56, 49.0, 20
56, 48.3, 36
55, 49.3, 32
55, 50.7, 44
55, 51.7, 41
55, 52.5, 46
55, 49.7, 36
55, 51.8, 45
55, 50.4, 39
53, 47.8, 43
53, 45.3, 31
54, 50.8, 47
54, 51.4, 47
54, 50.3, 39
55, 50.7, 38
56, 53.1, 49
56, 53.2, 48
56, 53.8, 51
56, 53.8, 47
57, 53.0, 47
56, 50.4, 29
56, 48.1, 39
55, 48.1, 42
55, 48.9, 40
55, 49.7, 36
55, 50.2, 33
55, 47.7, 35
56, 52.2, 38
55, 51.2, 37
54, 51.0, 47
54, 52.2, 47
55, 52.0, 40
54, 50.2, 39
54, 48.9, 37
55, 47.3, 33
54, 50.7, 42
56, 49.7, 44
54, 47.0, 32
56, 47.3, 34
57, 48.5, 38
56, 47.7, 33
56, 48.4, 40
57, 52.7, 46
58, 53.1, 44
57, 54.9, 49
57, 54.8, 47
57, 54.8, 51
58, 51.2, 39
58, 50.1, 39
58, 53.0, 39
58, 55.8, 49
58, 52.0, 39
57, 53.9, 49
56, 55.4, 52
56, 53.9, 49
56, 52.6, 42
57, 54.5, 46
57, 54.7, 47
57, 53.2, 41
59, 53.3, 46
58, 49.5, 38
58, 53.5, 42
58, 53.7, 48
57, 52.5, 38
58, 53.9, 47
58, 54.7, 44
58, 51.2, 40
58, 51.5, 45
58, 51.5, 30
58, 54.1, 43
58, 51.8, 43
58, 49.1, 40
58, 52.7, 47
57, 52.3, 39
57, 48.6, 30
57, 50.4, 40
57, 48.2, 40
57, 44.8, 32
57, 47.5, 37
57, 46.2, 37
49, 42.6, 31
49, 44.7, 27
49, 46.2, 37
52, 47.8, 40
52, 47.5, 42
52, 43.5, 26
52, 44.0, 25
52, 45.3, 36
52, 45.8, 33
52, 47.2, 37
52, 47.9, 36
52, 50.8, 47
52, 51.7, 50
52, 48.6, 34
53, 48.2, 33
52, 49.2, 45
52, 51.0, 47
52, 46.6, 42
52, 48.1, 41
52, 47.1, 33
52, 47.9, 40
49, 46.8, 40
49, 47.1, 44
51, 46.7, 36
51, 46.0, 36
52, 47.4, 34
52, 49.0, 43
52, 49.7, 44
52, 50.1, 45
52, 49.4, 44
52, 50.1, 44
52, 50.4, 45
52, 49.4, 41
52, 50.3, 44
52, 47.6, 34
52, 47.6, 26
52, 48.8, 40
52, 48.6, 42
52, 47.0, 36
52, 45.1, 39
52, 43.7, 30
52, 43.6, 34
52, 46.4, 29
52, 48.0, 39
52, 48.7, 42
52, 49.4, 45
52, 48.2, 30
52, 44.8, 18
52, 48.7, 42
52, 48.6, 33
52, 47.1, 28
52, 45.1, 31
52, 47.0, 36
52, 42.3, 24
52, 49.5, 42
52, 49.0, 35
53, 50.3, 37
52, 44.3, 24
52, 46.7, 32
52, 46.2, 32
52, 51.0, 46
52, 50.0, 40
52, 51.0, 44
52, 49.5, 35
52, 48.3, 36
53, 50.6, 44
54, 51.0, 39
54, 48.7, 38
54, 49.8, 32
54, 50.4, 38
54, 52.2, 47
54, 52.4, 46
54, 50.6, 35
54, 50.0, 37
54, 53.0, 50
54, 49.4, 37
56, 51.5, 37
56, 51.5, 44
55, 51.4, 48
55, 51.1, 38
56, 53.7, 50
56, 54.0, 50
56, 53.3, 45
56, 52.3, 47
56, 51.3, 30
56, 52.7, 40
56, 50.3, 40
56, 49.6, 40
56, 46.8, 39
56, 49.2, 41
56, 48.1, 37
56, 54.8, 51
56, 50.5, 35
56, 52.8, 44
56, 54.6, 52
56, 54.0, 50
56, 51.3, 45
56, 53.0, 45
56, 54.9, 45
56, 55.3, 49
56, 51.6, 40
56, 53.9, 43
56, 53.0, 44
56, 53.8, 48
57, 51.6, 42
57, 51.8, 39
56, 52.0, 44
57, 54.7, 50
56, 52.7, 44
56, 49.7, 30
58, 54.0, 48
56, 54.5, 45
56, 53.2, 44
56, 52.5, 44
56, 51.5, 41
56, 53.6, 47
56, 52.3, 42
56, 51.4, 41
57, 51.5, 43
57, 54.8, 48
57, 55.2, 48
57, 55.5, 49
57, 55.3, 45
57, 54.8, 48
57, 56.0, 53
57, 55.8, 52
57, 55.5, 49
57, 56.4, 53
57, 54.2, 42
57, 53.1, 40
59, 53.7, 38
57, 55.6, 53
57, 53.9, 45
57, 53.0, 37
58, 56.3, 51
58, 53.7, 43
58, 52.2, 43
58, 53.4, 42
57, 52.3, 42
55, 50.7, 44
52, 51.3, 49
56, 50.5, 42
55, 48.6, 40
56, 49.5, 40
55, 48.2, 36
53, 48.6, 41
53, 48.6, 42
53, 48.7, 41
53, 49.8, 45
53, 49.8, 37
53, 51.3, 47
55, 50.6, 40
53, 50.1, 39
53, 48.9, 44
53, 51.2, 45
53, 51.3, 44
53, 50.9, 42
53, 52.1, 46
53, 49.6, 42
55, 47.6, 36
54, 49.5, 42
53, 49.7, 42
53, 47.3, 37
51, 46.8, 42
51, 45.2, 39
51, 47.1, 44
51, 46.6, 43
51, 47.9, 40
51, 46.9, 34
52, 48.1, 43
52, 50.5, 48
52, 49.2, 45
52, 49.8, 46
53, 49.5, 43
51, 45.8, 34
50, 44.4, 37
51, 45.2, 41
51, 46.8, 41
51, 46.7, 38
51, 47.4, 43
52, 46.9, 40
52, 47.5, 38
52, 47.9, 42
52, 49.4, 44
52, 48.8, 40
52, 49.7, 41
52, 47.5, 37
53, 44.1, 34
52, 45.0, 41
52, 46.2, 42
52, 44.4, 34
48, 44.4, 31
52, 47.7, 42
52, 49.2, 42
52, 47.6, 35
52, 50.0, 40
53, 48.9, 42
53, 50.9, 45
53, 48.7, 37
53, 48.2, 42
52, 47.5, 41
52, 49.4, 43
52, 48.3, 41
53, 49.8, 40
53, 50.3, 45
52, 47.9, 37
52, 45.9, 39
52, 46.0, 40
52, 48.9, 44
52, 50.3, 45
52, 48.4, 35
