Best Fitness, Average Fitness, Worst Fitness
348.0, 168.41, 46.0
399.0, 164.685, 53.0
348.0, 170.28, 36.0
313.0, 162.18, 43.0
410.0, 163.885, 32.0
395.0, 174.265, 42.0
377.0, 166.245, 50.0
345.0, 167.105, 34.0
394.0, 172.45, 49.0
383.0, 178.075, 41.0
354.0, 170.605, 40.0
376.0, 166.98, 34.0
407.0, 166.875, 34.0
365.0, 170.11, 41.0
366.0, 172.9, 63.0
323.0, 159.99, 43.0
369.0, 153.655, 21.0
458.0, 168.435, 44.0
429.0, 161.26, 42.0
393.0, 175.505, 44.0
380.0, 188.77, 58.0
314.0, 178.275, 43.0
428.0, 184.77, 36.0
407.0, 174.015, 47.0
338.0, 181.785, 30.0
340.0, 190.885, 35.0
365.0, 182.945, 27.0
363.0, 184.5, 60.0
336.0, 179.345, 62.0
288.0, 166.755, 33.0
354.0, 167.64, 66.0
380.0, 162.455, 57.0
336.0, 165.535, 33.0
327.0, 165.845, 48.0
322.0, 163.22, 45.0
324.0, 163.345, 33.0
341.0, 156.645, 37.0
310.0, 156.22, 38.0
270.0, 145.785, 47.0
300.0, 146.34, 39.0
266.0, 143.58, 34.0
296.0, 140.165, 40.0
306.0, 153.07, 32.0
329.0, 150.625, 41.0
373.0, 152.205, 36.0
403.0, 157.37, 32.0
310.0, 153.835, 38.0
415.0, 166.705, 49.0
354.0, 160.3, 51.0
353.0, 155.49, 44.0
280.0, 154.105, 32.0
332.0, 147.14, 46.0
268.0, 150.915, 33.0
314.0, 151.515, 40.0
369.0, 163.935, 44.0
381.0, 159.895, 20.0
373.0, 164.88, 37.0
415.0, 165.57, 44.0
313.0, 166.825, 43.0
337.0, 170.075, 32.0
374.0, 152.795, 47.0
329.0, 166.695, 56.0
363.0, 158.43, 63.0
356.0, 156.435, 39.0
294.0, 147.345, 62.0
350.0, 156.24, 34.0
362.0, 154.91, 32.0
322.0, 165.295, 52.0
380.0, 156.015, 38.0
370.0, 160.92, 32.0
322.0, 156.86, 33.0
386.0, 153.41, 39.0
326.0, 147.9, 46.0
387.0, 151.22, 53.0
402.0, 150.815, 37.0
296.0, 146.46, 45.0
292.0, 140.715, 44.0
395.0, 148.82, 53.0
391.0, 155.675, 41.0
330.0, 153.47, 49.0
347.0, 166.8, 48.0
348.0, 154.025, 36.0
400.0, 154.105, 47.0
391.0, 162.585, 40.0
346.0, 163.02, 43.0
398.0, 163.745, 32.0
330.0, 156.5, 48.0
274.0, 156.915, 28.0
269.0, 152.91, 32.0
319.0, 158.41, 49.0
265.0, 153.235, 44.0
277.0, 153.32, 54.0
321.0, 152.78, 55.0
277.0, 152.145, 38.0
281.0, 151.925, 14.0
267.0, 142.905, 43.0
330.0, 142.995, 42.0
298.0, 141.24, 46.0
273.0, 139.045, 44.0
320.0, 146.96, 51.0
307.0, 147.93, 32.0
292.0, 140.3, 53.0
320.0, 150.66, 22.0
343.0, 160.695, 55.0
350.0, 159.89, 36.0
337.0, 154.38, 47.0
315.0, 139.295, 34.0
346.0, 143.68, 35.0
353.0, 132.9, 33.0
309.0, 136.14, 32.0
287.0, 137.025, 36.0
317.0, 142.87, 27.0
336.0, 140.575, 35.0
322.0, 149.25, 37.0
244.0, 143.63, 37.0
337.0, 147.865, 30.0
270.0, 146.295, 29.0
351.0, 155.41, 42.0
382.0, 148.35, 37.0
365.0, 154.97, 46.0
307.0, 159.34, 48.0
293.0, 165.2, 29.0
416.0, 166.925, 38.0
348.0, 164.255, 49.0
319.0, 164.355, 37.0
472.0, 169.775, 37.0
428.0, 168.75, 41.0
405.0, 162.805, 29.0
354.0, 164.855, 22.0
313.0, 152.075, 49.0
303.0, 153.74, 41.0
314.0, 160.115, 30.0
326.0, 152.895, 53.0
352.0, 154.565, 38.0
337.0, 163.3, 25.0
375.0, 160.58, 39.0
321.0, 154.73, 35.0
387.0, 152.75, 32.0
337.0, 165.73, 54.0
338.0, 174.26, 49.0
344.0, 162.155, 26.0
371.0, 162.805, 39.0
363.0, 161.96, 41.0
325.0, 154.315, 38.0
384.0, 159.79, 47.0
295.0, 160.155, 42.0
372.0, 160.17, 46.0
383.0, 172.93, 52.0
379.0, 179.085, 56.0
399.0, 182.98, 58.0
314.0, 167.145, 26.0
294.0, 170.91, 62.0
349.0, 176.275, 60.0
330.0, 180.47, 59.0
400.0, 180.375, 51.0
389.0, 175.92, 58.0
359.0, 169.845, 31.0
